,x,y,descrip,grid
1,282303.8378210225,5705231.928030372,TL,1277.0
2,282637.5451405494,5705206.680596108,TR,1277.0
3,282612.30282832147,5704873.797611827,BR,1277.0
4,282458.070324672,5705052.862821099,MID,1277.0
0,282303.8378210225,5705231.928030372,BL,1278.0
1,282329.08013325045,5705564.811014652,TL,1278.0
2,282662.7874527774,5705539.563580388,TR,1278.0
3,282637.5451405494,5705206.680596108,BR,1278.0
4,282483.31263689994,5705385.74580538,MID,1278.0
0,282329.08013325045,5705564.811014652,BL,1279.0
1,282354.3224454784,5705897.693998933,TL,1279.0
2,282688.02976500534,5705872.446564669,TR,1279.0
3,282662.7874527774,5705539.563580388,BR,1279.0
4,282508.5549491279,5705718.6287896605,MID,1279.0
0,282354.3224454784,5705897.693998933,BL,1280.0
1,282379.56475770636,5706230.576983213,TL,1280.0
2,282713.2720772333,5706205.329548949,TR,1280.0
3,282688.02976500534,5705872.446564669,BR,1280.0
4,282533.79726135585,5706051.511773941,MID,1280.0
0,282379.56475770636,5706230.576983213,BL,1281.0
1,282404.8070699343,5706563.459967494,TL,1281.0
2,282738.51438946126,5706538.21253323,TR,1281.0
3,282713.2720772333,5706205.329548949,BR,1281.0
4,282559.0395735838,5706384.394758222,MID,1281.0
0,282404.8070699343,5706563.459967494,BL,1282.0
1,282430.0493821623,5706896.342951775,TL,1282.0
2,282763.7567016892,5706871.095517511,TR,1282.0
3,282738.51438946126,5706538.21253323,BR,1282.0
4,282584.28188581177,5706717.277742502,MID,1282.0
0,282430.0493821623,5706896.342951775,BL,1283.0
1,282455.29169439024,5707229.225936055,TL,1283.0
2,282788.9990139172,5707203.978501791,TR,1283.0
3,282763.7567016892,5706871.095517511,BR,1283.0
4,282609.5241980397,5707050.160726783,MID,1283.0
0,282455.29169439024,5707229.225936055,BL,1284.0
1,282480.5340066182,5707562.108920336,TL,1284.0
2,282814.24132614513,5707536.861486072,TR,1284.0
3,282788.9990139172,5707203.978501791,BR,1284.0
4,282634.7665102677,5707383.043711063,MID,1284.0
0,282480.5340066182,5707562.108920336,BL,1285.0
1,282505.77631884615,5707894.991904616,TL,1285.0
2,282839.4836383731,5707869.744470352,TR,1285.0
3,282814.24132614513,5707536.861486072,BR,1285.0
4,282660.00882249564,5707715.926695344,MID,1285.0
0,282505.77631884615,5707894.991904616,BL,1286.0
1,282531.0186310741,5708227.874888897,TL,1286.0
2,282864.72595060105,5708202.627454633,TR,1286.0
3,282839.4836383731,5707869.744470352,BR,1286.0
4,282685.2511347236,5708048.809679625,MID,1286.0
0,282531.0186310741,5708227.874888897,BL,1287.0
1,282556.26094330207,5708560.7578731775,TL,1287.0
2,282889.968262829,5708535.5104389135,TR,1287.0
3,282864.72595060105,5708202.627454633,BR,1287.0
4,282710.49344695156,5708381.692663905,MID,1287.0
0,282556.26094330207,5708560.7578731775,BL,1288.0
1,282581.50325553,5708893.640857458,TL,1288.0
2,282915.21057505696,5708868.393423194,TR,1288.0
3,282889.968262829,5708535.5104389135,BR,1288.0
4,282735.7357591795,5708714.575648186,MID,1288.0
0,282581.50325553,5708893.640857458,BL,1289.0
1,282606.745567758,5709226.523841739,TL,1289.0
2,282940.4528872849,5709201.276407475,TR,1289.0
3,282915.21057505696,5708868.393423194,BR,1289.0
4,282760.9780714075,5709047.458632466,MID,1289.0
0,282606.745567758,5709226.523841739,BL,1290.0
1,282631.98787998594,5709559.406826019,TL,1290.0
2,282965.6951995129,5709534.159391755,TR,1290.0
3,282940.4528872849,5709201.276407475,BR,1290.0
4,282786.22038363543,5709380.341616747,MID,1290.0
0,282631.98787998594,5709559.406826019,BL,1291.0
1,282657.2301922139,5709892.2898103,TL,1291.0
2,282990.93751174083,5709867.042376036,TR,1291.0
3,282965.6951995129,5709534.159391755,BR,1291.0
4,282811.4626958634,5709713.224601028,MID,1291.0
0,282657.2301922139,5709892.2898103,BL,1292.0
1,282682.47250444186,5710225.17279458,TL,1292.0
2,283016.1798239688,5710199.925360316,TR,1292.0
3,282990.93751174083,5709867.042376036,BR,1292.0
4,282836.70500809135,5710046.107585308,MID,1292.0
0,282682.47250444186,5710225.17279458,BL,1293.0
1,282707.7148166698,5710558.055778861,TL,1293.0
2,283041.42213619675,5710532.808344597,TR,1293.0
3,283016.1798239688,5710199.925360316,BR,1293.0
4,282861.9473203193,5710378.990569589,MID,1293.0
0,282707.7148166698,5710558.055778861,BL,1294.0
1,282732.9571288978,5710890.938763142,TL,1294.0
2,283066.6644484247,5710865.691328878,TR,1294.0
3,283041.42213619675,5710532.808344597,BR,1294.0
4,282887.18963254726,5710711.873553869,MID,1294.0
0,282732.9571288978,5710890.938763142,BL,1295.0
1,282758.19944112573,5711223.821747422,TL,1295.0
2,283091.90676065267,5711198.574313158,TR,1295.0
3,283066.6644484247,5710865.691328878,BR,1295.0
4,282912.4319447752,5711044.75653815,MID,1295.0
0,282758.19944112573,5711223.821747422,BL,1296.0
1,282783.4417533537,5711556.704731703,TL,1296.0
2,283117.1490728806,5711531.457297439,TR,1296.0
3,283091.90676065267,5711198.574313158,BR,1296.0
4,282937.6742570032,5711377.6395224305,MID,1296.0
0,282783.4417533537,5711556.704731703,BL,1297.0
1,282808.68406558165,5711889.587715983,TL,1297.0
2,283142.3913851086,5711864.340281719,TR,1297.0
3,283117.1490728806,5711531.457297439,BR,1297.0
4,282962.91656923114,5711710.522506711,MID,1297.0
0,282808.68406558165,5711889.587715983,BL,1298.0
1,282833.9263778096,5712222.470700264,TL,1298.0
2,283167.63369733654,5712197.223266,TR,1298.0
3,283142.3913851086,5711864.340281719,BR,1298.0
4,282988.1588814591,5712043.405490992,MID,1298.0
0,282833.9263778096,5712222.470700264,BL,1299.0
1,282859.16869003756,5712555.353684545,TL,1299.0
2,283192.8760095645,5712530.1062502805,TR,1299.0
3,283167.63369733654,5712197.223266,BR,1299.0
4,283013.40119368705,5712376.288475272,MID,1299.0
0,282859.16869003756,5712555.353684545,BL,1300.0
1,282884.4110022655,5712888.236668825,TL,1300.0
2,283218.11832179246,5712862.989234561,TR,1300.0
3,283192.8760095645,5712530.1062502805,BR,1300.0
4,283038.643505915,5712709.171459553,MID,1300.0
0,282884.4110022655,5712888.236668825,BL,1301.0
1,282909.6533144935,5713221.119653106,TL,1301.0
2,283243.3606340204,5713195.872218842,TR,1301.0
3,283218.11832179246,5712862.989234561,BR,1301.0
4,283063.88581814297,5713042.054443833,MID,1301.0
0,282909.6533144935,5713221.119653106,BL,1302.0
1,282934.89562672144,5713554.002637386,TL,1302.0
2,283268.6029462484,5713528.755203122,TR,1302.0
3,283243.3606340204,5713195.872218842,BR,1302.0
4,283089.1281303709,5713374.937428114,MID,1302.0
0,282934.89562672144,5713554.002637386,BL,1303.0
1,282960.1379389494,5713886.885621667,TL,1303.0
2,283293.8452584763,5713861.638187403,TR,1303.0
3,283268.6029462484,5713528.755203122,BR,1303.0
4,283114.3704425989,5713707.820412395,MID,1303.0
0,282960.1379389494,5713886.885621667,BL,1304.0
1,282985.38025117735,5714219.7686059475,TL,1304.0
2,283319.0875707043,5714194.521171683,TR,1304.0
3,283293.8452584763,5713861.638187403,BR,1304.0
4,283139.61275482684,5714040.703396675,MID,1304.0
0,282985.38025117735,5714219.7686059475,BL,1305.0
1,283010.6225634053,5714552.651590228,TL,1305.0
2,283344.32988293224,5714527.404155964,TR,1305.0
3,283319.0875707043,5714194.521171683,BR,1305.0
4,283164.8550670548,5714373.586380956,MID,1305.0
0,283010.6225634053,5714552.651590228,BL,1306.0
1,283035.86487563327,5714885.534574509,TL,1306.0
2,283369.5721951602,5714860.287140245,TR,1306.0
3,283344.32988293224,5714527.404155964,BR,1306.0
4,283190.09737928276,5714706.469365236,MID,1306.0
0,283035.86487563327,5714885.534574509,BL,1307.0
1,283061.1071878612,5715218.417558789,TL,1307.0
2,283394.81450738816,5715193.170124525,TR,1307.0
3,283369.5721951602,5714860.287140245,BR,1307.0
4,283215.3396915107,5715039.352349517,MID,1307.0
0,283061.1071878612,5715218.417558789,BL,1308.0
1,283086.3495000892,5715551.30054307,TL,1308.0
2,283420.0568196161,5715526.053108806,TR,1308.0
3,283394.81450738816,5715193.170124525,BR,1308.0
4,283240.5820037387,5715372.2353337975,MID,1308.0
0,283086.3495000892,5715551.30054307,BL,1309.0
1,283111.59181231714,5715884.18352735,TL,1309.0
2,283445.2991318441,5715858.936093086,TR,1309.0
3,283420.0568196161,5715526.053108806,BR,1309.0
4,283265.82431596663,5715705.118318078,MID,1309.0
0,283111.59181231714,5715884.18352735,BL,1310.0
1,283136.8341245451,5716217.066511631,TL,1310.0
2,283470.54144407203,5716191.819077367,TR,1310.0
3,283445.2991318441,5715858.936093086,BR,1310.0
4,283291.0666281946,5716038.001302359,MID,1310.0
0,283136.8341245451,5716217.066511631,BL,1311.0
1,283162.07643677306,5716549.949495912,TL,1311.0
2,283495.7837563,5716524.702061648,TR,1311.0
3,283470.54144407203,5716191.819077367,BR,1311.0
4,283316.30894042255,5716370.884286639,MID,1311.0
0,283162.07643677306,5716549.949495912,BL,1312.0
1,283187.318749001,5716882.832480192,TL,1312.0
2,283521.02606852795,5716857.585045928,TR,1312.0
3,283495.7837563,5716524.702061648,BR,1312.0
4,283341.5512526505,5716703.76727092,MID,1312.0
0,283187.318749001,5716882.832480192,BL,1313.0
1,283212.561061229,5717215.715464473,TL,1313.0
2,283546.2683807559,5717190.468030209,TR,1313.0
3,283521.02606852795,5716857.585045928,BR,1313.0
4,283366.79356487846,5717036.6502552,MID,1313.0
0,283212.561061229,5717215.715464473,BL,1314.0
1,283237.80337345693,5717548.598448753,TL,1314.0
2,283571.51069298387,5717523.351014489,TR,1314.0
3,283546.2683807559,5717190.468030209,BR,1314.0
4,283392.0358771064,5717369.533239481,MID,1314.0
0,283237.80337345693,5717548.598448753,BL,1315.0
1,283263.0456856849,5717881.481433034,TL,1315.0
2,283596.7530052118,5717856.23399877,TR,1315.0
3,283571.51069298387,5717523.351014489,BR,1315.0
4,283417.2781893344,5717702.416223762,MID,1315.0
0,283263.0456856849,5717881.481433034,BL,1316.0
1,283288.28799791285,5718214.3644173145,TL,1316.0
2,283621.9953174398,5718189.1169830505,TR,1316.0
3,283596.7530052118,5717856.23399877,BR,1316.0
4,283442.52050156234,5718035.299208042,MID,1316.0
0,283288.28799791285,5718214.3644173145,BL,1317.0
1,283313.5303101408,5718547.247401595,TL,1317.0
2,283647.23762966774,5718521.999967331,TR,1317.0
3,283621.9953174398,5718189.1169830505,BR,1317.0
4,283467.7628137903,5718368.182192323,MID,1317.0
0,283313.5303101408,5718547.247401595,BL,1318.0
1,283338.77262236876,5718880.130385876,TL,1318.0
2,283672.4799418957,5718854.882951612,TR,1318.0
3,283647.23762966774,5718521.999967331,BR,1318.0
4,283493.00512601825,5718701.065176603,MID,1318.0
0,283338.77262236876,5718880.130385876,BL,1319.0
1,283364.0149345967,5719213.013370156,TL,1319.0
2,283697.72225412366,5719187.765935892,TR,1319.0
3,283672.4799418957,5718854.882951612,BR,1319.0
4,283518.2474382462,5719033.948160884,MID,1319.0
0,283364.0149345967,5719213.013370156,BL,1320.0
1,283389.2572468247,5719545.896354437,TL,1320.0
2,283722.9645663516,5719520.648920173,TR,1320.0
3,283697.72225412366,5719187.765935892,BR,1320.0
4,283543.48975047417,5719366.831145165,MID,1320.0
0,283389.2572468247,5719545.896354437,BL,1321.0
1,283414.49955905264,5719878.779338717,TL,1321.0
2,283748.2068785796,5719853.531904453,TR,1321.0
3,283722.9645663516,5719520.648920173,BR,1321.0
4,283568.7320627021,5719699.714129445,MID,1321.0
0,283414.49955905264,5719878.779338717,BL,1322.0
1,283439.7418712806,5720211.662322998,TL,1322.0
2,283773.4491908075,5720186.414888734,TR,1322.0
3,283748.2068785796,5719853.531904453,BR,1322.0
4,283593.9743749301,5720032.597113726,MID,1322.0
0,283439.7418712806,5720211.662322998,BL,1323.0
1,283464.98418350855,5720544.545307279,TL,1323.0
2,283798.6915030355,5720519.297873015,TR,1323.0
3,283773.4491908075,5720186.414888734,BR,1323.0
4,283619.21668715804,5720365.480098006,MID,1323.0
0,282561.81820386555,5704208.031643266,BL,1324.0
1,282587.0605160935,5704540.914627546,TL,1324.0
2,282920.76783562044,5704515.6671932805,TR,1324.0
3,282895.5255233925,5704182.784209,BR,1324.0
4,282741.293019743,5704361.849418273,MID,1324.0
0,282587.0605160935,5704540.914627546,BL,1325.0
1,282612.30282832147,5704873.797611827,TL,1325.0
2,282946.0101478484,5704848.550177561,TR,1325.0
3,282920.76783562044,5704515.6671932805,BR,1325.0
4,282766.53533197095,5704694.732402554,MID,1325.0
0,282612.30282832147,5704873.797611827,BL,1326.0
1,282637.5451405494,5705206.680596108,TL,1326.0
2,282971.25246007636,5705181.433161842,TR,1326.0
3,282946.0101478484,5704848.550177561,BR,1326.0
4,282791.7776441989,5705027.615386834,MID,1326.0
0,282637.5451405494,5705206.680596108,BL,1327.0
1,282662.7874527774,5705539.563580388,TL,1327.0
2,282996.4947723043,5705514.316146122,TR,1327.0
3,282971.25246007636,5705181.433161842,BR,1327.0
4,282817.01995642687,5705360.498371115,MID,1327.0
0,282662.7874527774,5705539.563580388,BL,1328.0
1,282688.02976500534,5705872.446564669,TL,1328.0
2,283021.7370845323,5705847.199130403,TR,1328.0
3,282996.4947723043,5705514.316146122,BR,1328.0
4,282842.2622686548,5705693.381355396,MID,1328.0
0,282688.02976500534,5705872.446564669,BL,1329.0
1,282713.2720772333,5706205.329548949,TL,1329.0
2,283046.97939676023,5706180.082114683,TR,1329.0
3,283021.7370845323,5705847.199130403,BR,1329.0
4,282867.5045808828,5706026.264339676,MID,1329.0
0,282713.2720772333,5706205.329548949,BL,1330.0
1,282738.51438946126,5706538.21253323,TL,1330.0
2,283072.2217089882,5706512.965098964,TR,1330.0
3,283046.97939676023,5706180.082114683,BR,1330.0
4,282892.74689311074,5706359.147323957,MID,1330.0
0,282738.51438946126,5706538.21253323,BL,1331.0
1,282763.7567016892,5706871.095517511,TL,1331.0
2,283097.46402121615,5706845.848083245,TR,1331.0
3,283072.2217089882,5706512.965098964,BR,1331.0
4,282917.9892053387,5706692.030308237,MID,1331.0
0,282763.7567016892,5706871.095517511,BL,1332.0
1,282788.9990139172,5707203.978501791,TL,1332.0
2,283122.7063334441,5707178.731067525,TR,1332.0
3,283097.46402121615,5706845.848083245,BR,1332.0
4,282943.23151756666,5707024.913292518,MID,1332.0
0,282788.9990139172,5707203.978501791,BL,1333.0
1,282814.24132614513,5707536.861486072,TL,1333.0
2,283147.94864567206,5707511.614051806,TR,1333.0
3,283122.7063334441,5707178.731067525,BR,1333.0
4,282968.4738297946,5707357.7962767985,MID,1333.0
0,282814.24132614513,5707536.861486072,BL,1334.0
1,282839.4836383731,5707869.744470352,TL,1334.0
2,283173.1909579,5707844.497036086,TR,1334.0
3,283147.94864567206,5707511.614051806,BR,1334.0
4,282993.7161420226,5707690.679261079,MID,1334.0
0,282839.4836383731,5707869.744470352,BL,1335.0
1,282864.72595060105,5708202.627454633,TL,1335.0
2,283198.433270128,5708177.380020367,TR,1335.0
3,283173.1909579,5707844.497036086,BR,1335.0
4,283018.95845425053,5708023.56224536,MID,1335.0
0,282864.72595060105,5708202.627454633,BL,1336.0
1,282889.968262829,5708535.5104389135,TL,1336.0
2,283223.67558235594,5708510.263004648,TR,1336.0
3,283198.433270128,5708177.380020367,BR,1336.0
4,283044.2007664785,5708356.44522964,MID,1336.0
0,282889.968262829,5708535.5104389135,BL,1337.0
1,282915.21057505696,5708868.393423194,TL,1337.0
2,283248.9178945839,5708843.145988928,TR,1337.0
3,283223.67558235594,5708510.263004648,BR,1337.0
4,283069.44307870645,5708689.328213921,MID,1337.0
0,282915.21057505696,5708868.393423194,BL,1338.0
1,282940.4528872849,5709201.276407475,TL,1338.0
2,283274.16020681185,5709176.028973209,TR,1338.0
3,283248.9178945839,5708843.145988928,BR,1338.0
4,283094.6853909344,5709022.211198201,MID,1338.0
0,282940.4528872849,5709201.276407475,BL,1339.0
1,282965.6951995129,5709534.159391755,TL,1339.0
2,283299.4025190398,5709508.911957489,TR,1339.0
3,283274.16020681185,5709176.028973209,BR,1339.0
4,283119.92770316236,5709355.094182482,MID,1339.0
0,282965.6951995129,5709534.159391755,BL,1340.0
1,282990.93751174083,5709867.042376036,TL,1340.0
2,283324.64483126777,5709841.79494177,TR,1340.0
3,283299.4025190398,5709508.911957489,BR,1340.0
4,283145.1700153903,5709687.977166763,MID,1340.0
0,282990.93751174083,5709867.042376036,BL,1341.0
1,283016.1798239688,5710199.925360316,TL,1341.0
2,283349.8871434957,5710174.6779260505,TR,1341.0
3,283324.64483126777,5709841.79494177,BR,1341.0
4,283170.4123276183,5710020.860151043,MID,1341.0
0,283016.1798239688,5710199.925360316,BL,1342.0
1,283041.42213619675,5710532.808344597,TL,1342.0
2,283375.1294557237,5710507.560910331,TR,1342.0
3,283349.8871434957,5710174.6779260505,BR,1342.0
4,283195.65463984624,5710353.743135324,MID,1342.0
0,283041.42213619675,5710532.808344597,BL,1343.0
1,283066.6644484247,5710865.691328878,TL,1343.0
2,283400.37176795164,5710840.443894612,TR,1343.0
3,283375.1294557237,5710507.560910331,BR,1343.0
4,283220.8969520742,5710686.626119604,MID,1343.0
0,283066.6644484247,5710865.691328878,BL,1344.0
1,283091.90676065267,5711198.574313158,TL,1344.0
2,283425.6140801796,5711173.326878892,TR,1344.0
3,283400.37176795164,5710840.443894612,BR,1344.0
4,283246.13926430215,5711019.509103885,MID,1344.0
0,283091.90676065267,5711198.574313158,BL,1345.0
1,283117.1490728806,5711531.457297439,TL,1345.0
2,283450.85639240756,5711506.209863173,TR,1345.0
3,283425.6140801796,5711173.326878892,BR,1345.0
4,283271.3815765301,5711352.3920881655,MID,1345.0
0,283117.1490728806,5711531.457297439,BL,1346.0
1,283142.3913851086,5711864.340281719,TL,1346.0
2,283476.0987046355,5711839.092847453,TR,1346.0
3,283450.85639240756,5711506.209863173,BR,1346.0
4,283296.62388875807,5711685.275072446,MID,1346.0
0,283142.3913851086,5711864.340281719,BL,1347.0
1,283167.63369733654,5712197.223266,TL,1347.0
2,283501.3410168635,5712171.975831734,TR,1347.0
3,283476.0987046355,5711839.092847453,BR,1347.0
4,283321.866200986,5712018.158056727,MID,1347.0
0,283167.63369733654,5712197.223266,BL,1348.0
1,283192.8760095645,5712530.1062502805,TL,1348.0
2,283526.58332909143,5712504.858816015,TR,1348.0
3,283501.3410168635,5712171.975831734,BR,1348.0
4,283347.108513214,5712351.041041007,MID,1348.0
0,283192.8760095645,5712530.1062502805,BL,1349.0
1,283218.11832179246,5712862.989234561,TL,1349.0
2,283551.8256413194,5712837.741800295,TR,1349.0
3,283526.58332909143,5712504.858816015,BR,1349.0
4,283372.35082544194,5712683.924025288,MID,1349.0
0,283218.11832179246,5712862.989234561,BL,1350.0
1,283243.3606340204,5713195.872218842,TL,1350.0
2,283577.06795354735,5713170.624784576,TR,1350.0
3,283551.8256413194,5712837.741800295,BR,1350.0
4,283397.5931376699,5713016.807009568,MID,1350.0
0,283243.3606340204,5713195.872218842,BL,1351.0
1,283268.6029462484,5713528.755203122,TL,1351.0
2,283602.3102657753,5713503.507768856,TR,1351.0
3,283577.06795354735,5713170.624784576,BR,1351.0
4,283422.83544989786,5713349.689993849,MID,1351.0
0,283268.6029462484,5713528.755203122,BL,1352.0
1,283293.8452584763,5713861.638187403,TL,1352.0
2,283627.55257800326,5713836.390753137,TR,1352.0
3,283602.3102657753,5713503.507768856,BR,1352.0
4,283448.0777621258,5713682.57297813,MID,1352.0
0,283293.8452584763,5713861.638187403,BL,1353.0
1,283319.0875707043,5714194.521171683,TL,1353.0
2,283652.7948902312,5714169.2737374175,TR,1353.0
3,283627.55257800326,5713836.390753137,BR,1353.0
4,283473.3200743538,5714015.45596241,MID,1353.0
0,283319.0875707043,5714194.521171683,BL,1354.0
1,283344.32988293224,5714527.404155964,TL,1354.0
2,283678.0372024592,5714502.156721698,TR,1354.0
3,283652.7948902312,5714169.2737374175,BR,1354.0
4,283498.56238658173,5714348.338946691,MID,1354.0
0,283344.32988293224,5714527.404155964,BL,1355.0
1,283369.5721951602,5714860.287140245,TL,1355.0
2,283703.27951468714,5714835.039705979,TR,1355.0
3,283678.0372024592,5714502.156721698,BR,1355.0
4,283523.8046988097,5714681.221930971,MID,1355.0
0,283369.5721951602,5714860.287140245,BL,1356.0
1,283394.81450738816,5715193.170124525,TL,1356.0
2,283728.5218269151,5715167.922690259,TR,1356.0
3,283703.27951468714,5714835.039705979,BR,1356.0
4,283549.04701103765,5715014.104915252,MID,1356.0
0,283394.81450738816,5715193.170124525,BL,1357.0
1,283420.0568196161,5715526.053108806,TL,1357.0
2,283753.76413914305,5715500.80567454,TR,1357.0
3,283728.5218269151,5715167.922690259,BR,1357.0
4,283574.2893232656,5715346.987899533,MID,1357.0
0,283420.0568196161,5715526.053108806,BL,1358.0
1,283445.2991318441,5715858.936093086,TL,1358.0
2,283779.006451371,5715833.68865882,TR,1358.0
3,283753.76413914305,5715500.80567454,BR,1358.0
4,283599.53163549356,5715679.870883813,MID,1358.0
0,283445.2991318441,5715858.936093086,BL,1359.0
1,283470.54144407203,5716191.819077367,TL,1359.0
2,283804.24876359897,5716166.571643101,TR,1359.0
3,283779.006451371,5715833.68865882,BR,1359.0
4,283624.7739477215,5716012.753868094,MID,1359.0
0,283470.54144407203,5716191.819077367,BL,1360.0
1,283495.7837563,5716524.702061648,TL,1360.0
2,283829.4910758269,5716499.454627382,TR,1360.0
3,283804.24876359897,5716166.571643101,BR,1360.0
4,283650.0162599495,5716345.636852374,MID,1360.0
0,283495.7837563,5716524.702061648,BL,1361.0
1,283521.02606852795,5716857.585045928,TL,1361.0
2,283854.7333880549,5716832.337611662,TR,1361.0
3,283829.4910758269,5716499.454627382,BR,1361.0
4,283675.25857217744,5716678.519836655,MID,1361.0
0,283521.02606852795,5716857.585045928,BL,1362.0
1,283546.2683807559,5717190.468030209,TL,1362.0
2,283879.97570028284,5717165.220595943,TR,1362.0
3,283854.7333880549,5716832.337611662,BR,1362.0
4,283700.5008844054,5717011.4028209355,MID,1362.0
0,283546.2683807559,5717190.468030209,BL,1363.0
1,283571.51069298387,5717523.351014489,TL,1363.0
2,283905.2180125108,5717498.103580223,TR,1363.0
3,283879.97570028284,5717165.220595943,BR,1363.0
4,283725.74319663335,5717344.285805216,MID,1363.0
0,283571.51069298387,5717523.351014489,BL,1364.0
1,283596.7530052118,5717856.23399877,TL,1364.0
2,283930.46032473876,5717830.986564504,TR,1364.0
3,283905.2180125108,5717498.103580223,BR,1364.0
4,283750.9855088613,5717677.168789497,MID,1364.0
0,283596.7530052118,5717856.23399877,BL,1365.0
1,283621.9953174398,5718189.1169830505,TL,1365.0
2,283955.7026369667,5718163.869548785,TR,1365.0
3,283930.46032473876,5717830.986564504,BR,1365.0
4,283776.22782108927,5718010.051773777,MID,1365.0
0,283621.9953174398,5718189.1169830505,BL,1366.0
1,283647.23762966774,5718521.999967331,TL,1366.0
2,283980.9449491947,5718496.752533065,TR,1366.0
3,283955.7026369667,5718163.869548785,BR,1366.0
4,283801.4701333172,5718342.934758058,MID,1366.0
0,283647.23762966774,5718521.999967331,BL,1367.0
1,283672.4799418957,5718854.882951612,TL,1367.0
2,284006.18726142263,5718829.635517346,TR,1367.0
3,283980.9449491947,5718496.752533065,BR,1367.0
4,283826.7124455452,5718675.817742338,MID,1367.0
0,283672.4799418957,5718854.882951612,BL,1368.0
1,283697.72225412366,5719187.765935892,TL,1368.0
2,284031.4295736506,5719162.518501626,TR,1368.0
3,284006.18726142263,5718829.635517346,BR,1368.0
4,283851.95475777314,5719008.700726619,MID,1368.0
0,283697.72225412366,5719187.765935892,BL,1369.0
1,283722.9645663516,5719520.648920173,TL,1369.0
2,284056.67188587855,5719495.401485907,TR,1369.0
3,284031.4295736506,5719162.518501626,BR,1369.0
4,283877.1970700011,5719341.5837109,MID,1369.0
0,283722.9645663516,5719520.648920173,BL,1370.0
1,283748.2068785796,5719853.531904453,TL,1370.0
2,284081.9141981065,5719828.2844701875,TR,1370.0
3,284056.67188587855,5719495.401485907,BR,1370.0
4,283902.43938222906,5719674.46669518,MID,1370.0
0,283748.2068785796,5719853.531904453,BL,1371.0
1,283773.4491908075,5720186.414888734,TL,1371.0
2,284107.15651033446,5720161.167454468,TR,1371.0
3,284081.9141981065,5719828.2844701875,BR,1371.0
4,283927.681694457,5720007.349679461,MID,1371.0
0,283773.4491908075,5720186.414888734,BL,1372.0
1,283798.6915030355,5720519.297873015,TL,1372.0
2,284132.3988225624,5720494.050438749,TR,1372.0
3,284107.15651033446,5720161.167454468,BR,1372.0
4,283952.924006685,5720340.232663741,MID,1372.0
0,282895.5255233925,5704182.784209,BL,1373.0
1,282920.76783562044,5704515.6671932805,TL,1373.0
2,283254.4751551474,5704490.4197590165,TR,1373.0
3,283229.2328429194,5704157.536774736,BR,1373.0
4,283075.0003392699,5704336.601984008,MID,1373.0
0,282920.76783562044,5704515.6671932805,BL,1374.0
1,282946.0101478484,5704848.550177561,TL,1374.0
2,283279.71746737533,5704823.302743297,TR,1374.0
3,283254.4751551474,5704490.4197590165,BR,1374.0
4,283100.2426514979,5704669.484968289,MID,1374.0
0,282946.0101478484,5704848.550177561,BL,1375.0
1,282971.25246007636,5705181.433161842,TL,1375.0
2,283304.9597796033,5705156.185727578,TR,1375.0
3,283279.71746737533,5704823.302743297,BR,1375.0
4,283125.48496372584,5705002.367952569,MID,1375.0
0,282971.25246007636,5705181.433161842,BL,1376.0
1,282996.4947723043,5705514.316146122,TL,1376.0
2,283330.20209183125,5705489.068711858,TR,1376.0
3,283304.9597796033,5705156.185727578,BR,1376.0
4,283150.7272759538,5705335.25093685,MID,1376.0
0,282996.4947723043,5705514.316146122,BL,1377.0
1,283021.7370845323,5705847.199130403,TL,1377.0
2,283355.4444040592,5705821.951696139,TR,1377.0
3,283330.20209183125,5705489.068711858,BR,1377.0
4,283175.96958818176,5705668.133921131,MID,1377.0
0,283021.7370845323,5705847.199130403,BL,1378.0
1,283046.97939676023,5706180.082114683,TL,1378.0
2,283380.68671628716,5706154.834680419,TR,1378.0
3,283355.4444040592,5705821.951696139,BR,1378.0
4,283201.2119004097,5706001.016905411,MID,1378.0
0,283046.97939676023,5706180.082114683,BL,1379.0
1,283072.2217089882,5706512.965098964,TL,1379.0
2,283405.9290285151,5706487.7176647,TR,1379.0
3,283380.68671628716,5706154.834680419,BR,1379.0
4,283226.4542126377,5706333.899889692,MID,1379.0
0,283072.2217089882,5706512.965098964,BL,1380.0
1,283097.46402121615,5706845.848083245,TL,1380.0
2,283431.1713407431,5706820.600648981,TR,1380.0
3,283405.9290285151,5706487.7176647,BR,1380.0
4,283251.69652486563,5706666.782873972,MID,1380.0
0,283097.46402121615,5706845.848083245,BL,1381.0
1,283122.7063334441,5707178.731067525,TL,1381.0
2,283456.41365297104,5707153.483633261,TR,1381.0
3,283431.1713407431,5706820.600648981,BR,1381.0
4,283276.9388370936,5706999.665858253,MID,1381.0
0,283122.7063334441,5707178.731067525,BL,1382.0
1,283147.94864567206,5707511.614051806,TL,1382.0
2,283481.655965199,5707486.366617542,TR,1382.0
3,283456.41365297104,5707153.483633261,BR,1382.0
4,283302.18114932155,5707332.5488425335,MID,1382.0
0,283147.94864567206,5707511.614051806,BL,1383.0
1,283173.1909579,5707844.497036086,TL,1383.0
2,283506.89827742695,5707819.249601822,TR,1383.0
3,283481.655965199,5707486.366617542,BR,1383.0
4,283327.4234615495,5707665.431826814,MID,1383.0
0,283173.1909579,5707844.497036086,BL,1384.0
1,283198.433270128,5708177.380020367,TL,1384.0
2,283532.1405896549,5708152.132586103,TR,1384.0
3,283506.89827742695,5707819.249601822,BR,1384.0
